t-SNE 1,t-SNE 2,Pred,True
-1.0881069898605347,2.759892463684082,Aspergillus_flavus,Aspergillus_flavus
-1.2184289693832397,2.6210248470306396,Aspergillus_flavus,Aspergillus_flavus
-0.43383553624153137,3.950024366378784,Aspergillus_flavus,Aspergillus_flavus
-0.47026845812797546,2.2157950401306152,Aspergillus_flavus,Aspergillus_flavus
-0.49941128492355347,1.5629751682281494,Aspergillus_flavus,Aspergillus_flavus
-1.4163237810134888,2.285335063934326,Aspergillus_flavus,Aspergillus_flavus
0.007354679983109236,2.5069618225097656,Aspergillus_flavus,Aspergillus_flavus
-1.9411870241165161,2.385251522064209,Aspergillus_flavus,Aspergillus_flavus
-1.2310867309570312,2.7151975631713867,Aspergillus_flavus,Aspergillus_flavus
-1.3991349935531616,2.7089273929595947,Aspergillus_flavus,Aspergillus_flavus
-1.9354820251464844,2.39016056060791,Aspergillus_flavus,Aspergillus_flavus
-0.5424776077270508,2.7102599143981934,Aspergillus_flavus,Aspergillus_flavus
-0.7086663842201233,2.93888521194458,Aspergillus_flavus,Aspergillus_flavus
-0.9584035873413086,2.9056618213653564,Aspergillus_flavus,Aspergillus_flavus
-1.8947163820266724,2.5743725299835205,Aspergillus_flavus,Aspergillus_flavus
-1.3950812816619873,2.3880903720855713,Aspergillus_flavus,Aspergillus_flavus
-1.46564781665802,2.3622918128967285,Aspergillus_flavus,Aspergillus_flavus
0.6823030710220337,3.387453317642212,Aspergillus_flavus,Aspergillus_flavus
-0.8324578404426575,3.9772160053253174,Aspergillus_flavus,Aspergillus_flavus
0.6941148042678833,2.1570117473602295,Aspergillus_flavus,Aspergillus_flavus
-1.5720491409301758,-1.7545424699783325,Aspergillus_fumigatus,Aspergillus_fumigatus
-1.9097917079925537,-1.3342185020446777,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.1443803310394287,-1.711645245552063,Aspergillus_fumigatus,Aspergillus_fumigatus
-1.6110470294952393,-1.5120913982391357,Aspergillus_fumigatus,Aspergillus_fumigatus
-3.2620091438293457,-1.0582166910171509,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.5614023208618164,-2.5366408824920654,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.638108491897583,-2.002884864807129,Aspergillus_fumigatus,Aspergillus_fumigatus
-1.961402177810669,-1.4138685464859009,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.161465883255005,-1.6759766340255737,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.641608476638794,-0.8922067880630493,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.248213529586792,-1.562036395072937,Aspergillus_fumigatus,Aspergillus_fumigatus
-1.7429097890853882,-1.5650322437286377,Aspergillus_fumigatus,Aspergillus_fumigatus
-0.2098575085401535,3.562635660171509,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.3991684913635254,-2.267941474914551,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.5964102745056152,-1.292528510093689,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.539400100708008,-1.2777568101882935,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.965574026107788,-1.9089921712875366,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.671038866043091,-1.3250091075897217,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.212315797805786,-1.3408409357070923,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.741884231567383,-1.927929401397705,Aspergillus_fumigatus,Aspergillus_fumigatus
-2.711801528930664,3.4785032272338867,Aspergillus_nomiae,Aspergillus_nomiae
-3.549034357070923,2.6635184288024902,Aspergillus_nomiae,Aspergillus_nomiae
-3.6309757232666016,4.0657172203063965,Aspergillus_nomiae,Aspergillus_nomiae
-0.23040802776813507,3.7863829135894775,Aspergillus_flavus,Aspergillus_nomiae
-2.4192569255828857,3.9342901706695557,Aspergillus_nomiae,Aspergillus_nomiae
-2.4691121578216553,4.911513328552246,Aspergillus_nomiae,Aspergillus_nomiae
-0.5933074951171875,2.5869312286376953,Aspergillus_nomiae,Aspergillus_nomiae
-2.676394462585449,3.451080560684204,Aspergillus_nomiae,Aspergillus_nomiae
-3.0905489921569824,3.317997694015503,Aspergillus_nomiae,Aspergillus_nomiae
-2.9298787117004395,3.3243257999420166,Aspergillus_nomiae,Aspergillus_nomiae
-2.382472515106201,4.626821041107178,Aspergillus_nomiae,Aspergillus_nomiae
-1.9346747398376465,3.8752384185791016,Aspergillus_nomiae,Aspergillus_nomiae
-2.9984090328216553,4.1973490715026855,Aspergillus_nomiae,Aspergillus_nomiae
-1.69114089012146,5.169114112854004,Aspergillus_tamarii,Aspergillus_nomiae
-2.3419687747955322,3.634577512741089,Aspergillus_nomiae,Aspergillus_nomiae
-0.8050796389579773,-0.7037737965583801,Aspergillus_nomiae,Aspergillus_nomiae
-2.283543109893799,3.7387921810150146,Aspergillus_nomiae,Aspergillus_nomiae
-0.4083065390586853,2.8168179988861084,Aspergillus_nomiae,Aspergillus_nomiae
-2.3232407569885254,3.6517903804779053,Aspergillus_nomiae,Aspergillus_nomiae
-2.204744815826416,3.701738119125366,Aspergillus_nomiae,Aspergillus_nomiae
-1.5289239883422852,-2.8710780143737793,Aspergillus_flavus,Aspergillus_fumigatus_test
